Date,Stock,Headline,Sentiment,Confidence,Entities,Matched Stocks,Link
2025-11-13,Reliance Industries,RIL shares fall over 2% post Q1 results; analysts say it missed estimates despite impressive numbers - Upstox,NEGATIVE,1.0,"RIL, Upstox",,https://news.google.com/rss/articles/CBMi7AFBVV95cUxQWm4tbUticVZsclpKR0w5NXVtbzl3NG5KeG5YbEU3VzJzYmxoQzlFR1F1bS1MX3ZmenZyeHNtNzFITW12SkdaR19aa1JjTEd5eTJKVjI4TkZ1ZnhwN3VxZFJzdXN6c2RHMVB0RHk3WnhaajhLT0dlejM3d2tzcHN3ZmpINXVIVWxPcjV0Wm1Vd3ExSW5QSDJkMWxYSU05Z1k0RzVWc1FGRTN3UGpnQ1p4VlhDQk54OTVUQnR3YWxXNTFhTEtBWmliM1pfVnU3cGpHQ3MtLUpJbjhZTkFuZE8zQlR1RExWNnZCRzdCVQ?oc=5
2025-11-13,Reliance Industries,"RIL stock jumps 10% in 1 month, nears record high. Should you buy or hold? - Business Standard",NEGATIVE,0.993,"RIL, Standard",,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNTWVxZ3AweGpvZUhneDNkSW90dTE4a2t6YWNCck9nSUZIaGR0SDBROTljb0w3Y25Ob21ERGNtaDE5MEg1cDNvT3dvakw0ajFmOXlhUUMySXg4MUNmamVEQUFTYWVmYWd3ZWpyVTUwUE5PdjEtR3FVZXRqLW5pbVU0cWlZNWkybjh3MjJPYXVYRnhVd1RtY182U1dpbElhbnlFUXRZU2NINE1NS2NlRC1QX1F1TkJRUnVSN293M1RYLTZtWXRvbUJ4SXE0d2xPR01Rc3RN0gHYAUFVX3lxTE5seENfbkdjck0tU2dTcVZIb3FOa2x3Mmo2RlhZbEN2VzQwTmFRU2piSXdxbGJ3V1poYzhMYXF1RFJaUW1YWXV2MHlSSFk1NHRjdEVSdUdGcVRvQUhuMS00ZjBEQ2ktcHRfYlRfRmo5RWl4RzNHM01PTnhBSldIQ3JodnhPVUVpQm5YRTd2bzdvZVJKeVFYQVVtUkFfVUUwQ3YwUkFVMjNXbmIyX21YTFpZWFVmcUc5cnBJeGUwUTVwODE0aExpMDB4MWhkYXVqaUFQYmpmeU9teA?oc=5
2025-11-13,Reliance Industries,"Goldman Sachs says Reliance Industries, Titan Company and 12 other stocks to lead next market rally. Check - The Economic Times",NEGATIVE,0.564,"Goldman Sachs, Reliance Industries, Titan Company, The Economic Times",reliance industries,https://news.google.com/rss/articles/CBMilwJBVV95cUxOc3phS25Gcnk5NWZScmVZcmRHV3o1UE5Oc0JfRTlfRmhyTUNmbFZ1N0RSUHBLV2dheUhpaEg4VGVSckc1SFMzWUpveWpJaFliTjc4YUNaWnc2RGYxakIyRnpZVENGLUZXQXVXS1NRcUZXYUxZSFIzRHI0VV9XMk5mb3N4ZlkzQlZMMTV4SDJZUDFPZVBhU25GdFdhWUpZVmN4bnRBLVBsUXZHMW1iaWF0eUZXMnoxWTYwR1hXVDZhSDNZeXB5NHdIR2hFMU4td2M3R3dueU5ibnNJNEsxQ0V5QWpKVFA5dmZoQThJalNEcmhzMmh1MjFraFd2cWJ3bFp6OHd2RjBxSXhFN3BfbjF3TjJZTFZnRVHSAZwCQVVfeXFMTzlLWWlQODloSjZleXI1OVVjQ3c2ZkRnLUtnNThTSm0ta3o5MUd0MHVDSHlhOUVaWUZDbGNMRkxMRzNPZUtiZHVVbkZoRVNSVk9nRVRsY0FRQjRXbWlIMGp3WXFfZWNQOFpPeWVVN1JWLU9rRG9ZYXRMTUR4SGRLSmlkUnBET3RUWlE3Ni01LXV2aXFvY1NlMkJMd2JfUXU5andxWnM4d01JOWtveUdidzBWeEpQMTliTWZZQUpocTBleG9PY3lUN1l0Sk55bW9HR2tfZFhsRkp3bjBaRV9tOFhVbmRSMzJDV2ZTdmJBUnJoNldET0lIUFlvU3dIWHZZX0dHNWN3ZTlGc2F0V0FaRFNFYXlEbmRydEZ4Uzg?oc=5
2025-11-13,Reliance Industries,Reliance Industries shares may see further upside in the near term - HDFC Sky,NEGATIVE,0.982,"Reliance Industries, HDFC Sky",reliance industries,https://news.google.com/rss/articles/CBMilgFBVV95cUxPN2I3b1pvbHhUNTYydzBNMlh0LUhiNUNudlUwX1liRUZ1d3JMUF9VcGV1eEVJc1V2ekhWdHVMZGdoS3ZIMTIzOE5VaE5JRHVvdWV3MjhJbkptQlktbjNmcDVvcGlxMU8wUkZDWE1GZDVTdWtFcVBNQTE0Z1FlOGVJWkZPS24zN0VhSTFVa2dCVGtRZ1ZlVUE?oc=5
2025-11-13,Reliance Industries,Reliance Industries Ltd Surges with Rs 52.63 Crore in Trade Value Today - Markets Mojo,POSITIVE,0.998,Reliance Industries Ltd,reliance industries,https://news.google.com/rss/articles/CBMixwFBVV95cUxOYnloMS1xWWM4cUF2cUhVUUxSQWtEUEVkOFY3aFRtYVFSRmQwNTgxU1BwcEY5VHhBMmZ0YzlXRUc5RTlyYmtId01NbTh3VWw5bHNHaEVJdUR2cWMwRUhNSGxfbW1DS1JlMGRxb0hsUV9rWFBDZTQ3YkNwa0RlLWxpR2tQWkhiY0tTbDVBU0FXVEpVYTRCVWNPOVdTdndiS29ZUndrM0s3aEN1dkRJd2FoZWlLOTFZbFBxaVVCSUhZVDJkN1ZPWmdj?oc=5
2025-11-13,Adani Power,"Stocks to buy for long term: From HAL, SBI, Adani Power to Paytm— Vinit Bolinjkar of Ventura suggests 10 value picks - livemint.com",NEGATIVE,0.978,"HAL, SBI, Adani Power, Paytm, Ventura, ##t, com","adani power, sbi",https://news.google.com/rss/articles/CBMihAJBVV95cUxQTEpUeXZpMHZLbHZpS1ZPMGhSbkVsajBiZ0gwWG04VFgwNzZKOHdHaFgyOXl2T2RSOUlGTWowa3ZMUkc3V1FGRWloVnU4b2hxU3RRNjcxbEs4RVQxUi1aeXZ6QVNhaWNXUDE0R0dqNUxSdEN1ckJrdERac0ExYU9XREJnSEFyVFVTVkpZNkkwdHFOUDVwYmRjRUVYSkRFaGktSF9vd082Rm1rWWhtVVlRcjhITnNGbXk0OTlHcXNjazFoTEpwRWlyUWFNa0luZ3hUanpLZElxeFVEajd3Um4zRTV5Umd6V3ktMG9OVHV4Rm1iV2d2N3oyWG1TVUdmUk5zWTFfbtIBigJBVV95cUxQNC1LQS1PaDVuMjBJR0V2N040Zk95U3A5LXpPQVUxUmliZ2Nkdmtub0dfZ29hQW10WnBXSkxmSnlwLUVDNHozUVFGOG9mbzJnTW9OVGMzckhYZ19FS001TXN6Q1l6cWtpS2haUXhrckZVaUFoTWlvbU5RYV9jV1ZoZ1Q4eXVXV2JONDAtMkwzbkRCT1Z5c3paWXJEaHRlNWJNc0xzYjdxWUNnY2RsVHR1UFF3d2NTb19XdmJ5ZUNKS3lsTmRGZUtMQ2tNU1dDNXJaUXIwNjB0MmtuVnhrVThfenBoSUhTSkh6aHhtWlVIOGtsS1dlTUpsODd4UVlBU3RkVDFWajFScmU5UQ?oc=5
2025-11-13,Adani Power,Adani Power shares gain 7% on approval for Godda plant grid connection project buzz - The Economic Times,POSITIVE,0.894,"Adani Power, The Economic Times",adani power,https://news.google.com/rss/articles/CBMi7AFBVV95cUxNeEJnT2FrdzBfb1JLTDl2LVU0TDhmLVNFYm56QktrdW1ydlNVLUEySG51N3lPbVVuTDhzUmM2U1dhMGU4d0NOWUlWemRxeklVU1R0RUZFdVJ2ZlFxWjY1VnZyWUF5ZC1jSUNYck9FbDdhWUNxNHEtMVRSOEFkbVdXaVcxcmlHNklfb0xlSEZ3RXFpcy1kUXd3NGVjMFkxUUx3MGgtTWktUk5pV3JkRFV6U2RXQWE0VzVhLUlyTE9tcXZKTVdlWTBkbmtCaUxQOEEwdnkxa0NDRXFHT2djYjhlTU5EM2x3LUFTYVc3eNIB8gFBVV95cUxObENpZ0NPSW8wdDUtTnNDQXRsUDV3WFVrQnVSZzhHYmtjNDNSeVNsLVp5N2hJSk1UdzN3Y1FMSVkzbWVMa2I5M1hRaFdXMDVNdTQwZVJBbGJpQnpFUkpEVHlxYVBFVjVPZmgxWWFvc01IQ0lycHJNNExpbnNhQ0Q2NVRqNF9kcHpOOHpVQk5PLUN2cjlzQzVyNms2Y2s0cXZJR0Y2LU5lQnZmdWh5TEhzRWh3cF9HVVhVOUE4RTRMX0hYXzZSTWVzSWVISExWcldpdkc2WVg4amlsTFBQcDNDV1VscjI2T08teW9ibjBEYy1YUQ?oc=5
2025-11-13,Adani Power,"Adani Power shares: With 43% rally in 3 months, can the Adani Group stock cross Rs 200 mark? - Business Today",NEGATIVE,0.994,"Adani Power, Adani Group, Business Today",adani power,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPSktXUzRVdlZWRFRjWnRDcm1wWmpKeVREN3NpOEFCY2kwTVJnNTdoaEQ4ek9ndWJzdnZaREV1bkpkZDBUYVJCOEtmUkxrUDloZ29Fb1d5RE5YLXFzU3U1dnVPRXJ6SE9VODBaemlLN2VPSGg5UTBHbkpZNUwySFphWjhFQ1UyR1drY0tJN0VPdXFjb2dfVUIyQUx2VnF5dzZjSmxtekNxcElRR0U0cUdlQjFhT3pIbWo0X2ZBSXdlN0tKYng5ODRmeUUwdlV0MGJo0gHWAUFVX3lxTE0yZTJ4VWZnaThFR2Nfei1RN2ZJdEFfSUlJR085Rm5WUzRRc19PUkhGQ1Vsel9wSmcwbDc5OGJtV3p1S3ZCN0wzN0l5eXRsdmkzRHJrVkg1SGtpZFBReWtHUnY1WERxSzBzaU04QVhyZUtYeWxrTHRIMjBodEFlYlkwUEcxWE1QWXhjUFNuOVFUTkFxTExEUlE0QzBuV0NWWFBNWlNVN2tZeUdycHhtZnFFclV1XzVOU0FhazR3U0hpXzdNb2thUUtWNS15WFpsTTZnel9SbUE?oc=5
2025-11-13,Adani Power,Adani Power Ltd Surges to 5.5 Million Shares Traded Today Amid Price Decline - Markets Mojo,POSITIVE,0.91,Adani Power Ltd,adani power,https://news.google.com/rss/articles/CBMizgFBVV95cUxNYmdUTXNjRXVsUGk5NGF5aXp2elhNWTN5ZkhCZEZBQWMzSFlRcTBFTU5ieDRYQ3hmNTBjZy1pZ04xaTRFZXRkYVJmWDZNWklyUVktdUt1RkRTaGFsME5PM21GcEhjYnBuV0xsV3drQUNPWEVvY3kzaF9VTGhEa3N6aVpvNXdTaDdNczhEU01OWGtpWWxpNGlCb3N4TERBeVdaRzExWmNwRVM0RkhIZGo1NzNaVEFvU1dyS2llbVRLaFFNbFVpQ0E5TVkyLTlEdw?oc=5
2025-11-13,Adani Power,Adani Power Sees Rs. 19.73 Crore Block Trade on NSE - scanx.trade,NEGATIVE,0.995,"Adani Power, NSE",adani power,https://news.google.com/rss/articles/CBMirwFBVV95cUxNWjA5Z1Bfd3MxMHpuY2lHLUpOQWFLUXlrZmd2eWk0WXFIZXlsN1NUaU1iWEhCTFJIRXhpeWlZbjZmZ1huN3E5N3FmZGJfQldEdWZkR1FzaThkZWVQcWZhZUdnZGMyVjM4b1VKbldXNVBPX25EQnNPUmNUUzFKTTAwWF91X0Rrbnl2WUpsbVVLUS13WlZEMm5YQS1HRHd6a2l1U1RFb2NsdDVybDhRZXlJ?oc=5
